-0.2151,0.24014,-0.18473
-0.22351,0.25102,-0.1693
-0.2259,0.25604,-0.1621
-0.22136,0.25409,-0.081733
-0.20832,0.24439,-0.028258
-0.18569,0.22654,-0.12839
-0.15441,0.20047,-0.19011
-0.11639,0.16648,-0.11194
-0.071677,0.12527,0.04227
-0.020613,0.077799,0.2049
0.036685,0.025321,0.19469
0.097607,-0.030692,0.17832
0.15993,-0.088666,0.21777
0.22193,-0.14694,0.24345
0.28168,-0.20388,0.35139
0.33779,-0.25796,0.44426
0.38902,-0.30779,0.51394
0.43418,-0.35222,0.58383
0.47199,-0.39033,0.64755
0.50216,-0.42153,0.72933
0.52473,-0.44552,0.79497
0.53935,-0.46229,0.80541
0.54707,-0.47216,0.77407
0.54755,-0.47562,0.74201
0.54181,-0.47344,0.71392
0.5306,-0.46646,0.70203
0.51472,-0.45564,0.71182
0.49615,-0.44198,0.69026
0.47569,-0.42636,0.65755
0.45319,-0.4096,0.6377
0.43041,-0.39237,0.62453
0.40725,-0.3751,0.60262
0.38449,-0.35804,0.53894
0.36207,-0.34123,0.45559
0.33932,-0.32442,0.37962
0.31637,-0.30725,0.31609
0.29268,-0.28916,0.26331
0.267,-0.2695,0.19391
0.23968,-0.24757,0.10412
0.20927,-0.22272,0.0055137
0.17517,-0.19432,-0.083469
0.13711,-0.16198,-0.16511
0.094489,-0.12543,-0.22613
0.048155,-0.084703,-0.29457
-0.0015559,-0.040101,-0.36511
-0.055029,0.0077959,-0.41374
-0.11022,0.058077,-0.44479
-0.16656,0.10961,-0.46311
-0.22211,0.16097,-0.50266
-0.27511,0.21061,-0.55242
-0.32423,0.25687,-0.60557
-0.36714,0.29805,-0.65504
-0.40226,0.33251,-0.69116
-0.42874,0.3588,-0.71194
-0.44466,0.37568,-0.70248
-0.44953,0.38222,-0.67506
-0.4429,0.37788,-0.62886
-0.42434,0.36257,-0.57067
-0.39475,0.33661,-0.50008
-0.35419,0.30082,-0.43784
-0.30409,0.25647,-0.38545
-0.24694,0.20519,-0.3194
-0.18429,0.149,-0.24272
-0.11921,0.090145,-0.14602
-0.054117,0.031023,-0.045949
0.0087831,-0.025897,0.035761
0.066387,-0.07821,0.098577
0.11729,-0.12374,0.11186
0.15875,-0.16057,0.14503
0.18754,-0.18716,0.2909
0.20529,-0.20248,0.34173
0.2115,-0.20605,0.23149
0.20543,-0.19792,0.083397
0.18685,-0.17872,0.03306
0.15561,-0.1497,0.19513
0.11611,-0.11252,0.33177
0.072671,-0.069393,0.2252
0.025326,-0.022768,0.084475
-0.023445,0.024632,0.054975
-0.07123,0.070008,0.12066
-0.11431,0.11062,0.19665
-0.14836,0.14393,0.13217
-0.17272,0.1677,0.070142
-0.18535,0.18015,0.057061
-0.18442,0.18002,0.033309
-0.17037,0.16671,0.038236
-0.14231,0.14026,0.053953
-0.1016,0.10137,0.079821
-0.049699,0.05145,0.11885
0.011692,-0.0074886,0.15961
0.079425,-0.072931,0.19858
0.15116,-0.14192,0.22046
0.2234,-0.21119,0.21879
0.29171,-0.27733,0.21838
0.35299,-0.33695,0.25706
0.40336,-0.38685,0.30898
0.44022,-0.42412,0.34556
0.46125,-0.44631,0.36049
0.46442,-0.45159,0.33091
0.44935,-0.43879,0.23762
0.41548,-0.4075,0.1147
0.36196,-0.35809,0.026484
0.2906,-0.29173,0.016285
0.20345,-0.2103,-0.010911
0.10407,-0.11637,-0.12836
-0.0047039,-0.013084,-0.27217
-0.12003,0.095983,-0.34587
-0.23716,0.20699,-0.34091
-0.35082,0.31592,-0.37258
-0.45627,0.41883,-0.54948
-0.55019,0.51199,-0.68562
-0.63102,0.59203,-0.64123
-0.69468,0.65609,-0.54595
-0.73754,0.70191,-0.56511
-0.75905,0.72803,-0.68792
-0.75997,0.73367,-0.6878
-0.74078,0.71888,-0.55868
-0.70149,0.68452,-0.4559
-0.64247,0.63216,-0.44742
-0.56652,0.56402,-0.5143
-0.47748,0.4829,-0.48565
-0.37874,0.39201,-0.33389
-0.27414,0.29487,-0.13802
-0.16614,0.19507,0.025713
-0.0592,0.096195,0.15759
0.041635,0.0016835,0.33738
0.13525,-0.085392,0.3992
0.21889,-0.16238,0.29096
0.2887,-0.22715,0.21715
0.34233,-0.2782,0.28842
0.37914,-0.31468,0.43202
0.40092,-0.33633,0.4979
0.40851,-0.3436,0.45423
0.40161,-0.33747,0.3752
0.3816,-0.31945,0.40023
0.34991,-0.29147,0.51155
0.31071,-0.25573,0.5277
0.26625,-0.21463,0.48408
0.21839,-0.17062,0.42634
0.17032,-0.1261,0.3468
0.12366,-0.083294,0.32171
0.080174,-0.044158,0.29885
0.042379,-0.010286,0.28581
0.010631,0.017101,0.30395
-0.013011,0.037248,0.24007
-0.028542,0.049815,0.15407
-0.036433,0.054906,0.065113
-0.036574,0.053008,-0.018976
-0.030044,0.04494,-0.079424
-0.018569,0.031786,-0.12109
-0.0027466,0.014819,-0.12322
0.015416,-0.004619,-0.10384
0.035021,-0.025169,-0.10855
0.054783,-0.045551,-0.12498
0.072374,-0.064608,-0.071426
0.087822,-0.081454,4.941e-05
0.10093,-0.095401,0.017296
0.11064,-0.10608,-0.023658
0.11725,-0.11339,-0.05977
0.12006,-0.1175,-0.074128
0.11988,-0.11885,-0.080513
0.11739,-0.11806,-0.06534
0.1128,-0.11588,-0.0047501
0.10848,-0.11319,0.0048826
0.10532,-0.11082,-0.044096
0.10307,-0.10956,-0.10037
0.10233,-0.11008,-0.050858
0.10363,-0.11288,0.014149
0.1082,-0.11819,0.013408
0.11551,-0.12604,0.017345
0.12493,-0.13617,0.032819
0.13629,-0.14806,0.078611
0.14933,-0.16097,0.087201
0.16252,-0.17398,0.045277
0.17478,-0.18599,0.047042
0.18455,-0.19586,0.051471
0.19093,-0.20244,0.048545
0.19267,-0.20464,0.069046
0.18853,-0.20154,0.09806
0.17865,-0.19241,0.094748
0.16265,-0.17681,0.050872
0.13917,-0.1546,0.022401
0.10892,-0.12598,0.059164
0.072019,-0.091482,0.11983
0.03035,-0.05202,0.11836
-0.014788,-0.00877,0.0614
-0.063362,0.036809,0.078752
-0.11265,0.083072,0.11642
-0.15953,0.12823,0.0268
-0.20317,0.1705,-0.13461
-0.24198,0.2081,-0.21643
-0.27544,0.23944,-0.1706
-0.30091,0.2631,-0.11002
-0.31594,0.27801,-0.15749
-0.32086,0.28344,-0.24079
-0.31559,0.27903,-0.25704
-0.30023,0.2649,-0.22023
-0.27604,0.24157,-0.12387
-0.24241,0.20996,-0.067476
-0.20124,0.17139,-0.07137
-0.15471,0.12747,-0.059548
-0.10418,0.080082,-0.071035
-0.052976,0.031216,-0.029266
-0.0023079,-0.017038,0.027319
0.045996,-0.062643,0.039669
0.089032,-0.1037,0.039546
0.12596,-0.13851,0.012465
0.15444,-0.16573,-0.012328
0.17356,-0.18433,-0.025426
0.18318,-0.19374,-0.054955
0.18262,-0.19378,-0.079244
0.17278,-0.18477,-0.084982
0.15461,-0.16742,-0.097265
0.12837,-0.14283,-0.093061
0.096544,-0.11247,-0.073598
0.060358,-0.078037,-0.058074
0.02281,-0.041405,-0.13918
-0.013634,-0.0045248,-0.32686
-0.049279,0.030658,-0.38687
-0.082105,0.062323,-0.27061
-0.10914,0.08882,-0.13761
-0.12825,0.10881,-0.14701
-0.13726,0.12126,-0.31509
-0.13874,0.12555,-0.35824
-0.13308,0.12147,-0.19857
-0.1189,0.10915,0.0004941
-0.09584,0.089222,0.064107
-0.063372,0.062627,-0.10231
-0.02556,0.030593,-0.20157
0.01441,-0.0053744,-0.11565
0.056365,-0.043636,0.060093
0.098482,-0.082464,0.226
0.14007,-0.12013,0.26882
0.17884,-0.15504,0.27351
0.21236,-0.18573,0.29353
0.24027,-0.21097,0.29883
0.2614,-0.22986,0.30815
0.27434,-0.2418,0.33502
0.27998,-0.24654,0.35779
0.27749,-0.24418,0.39142
0.26762,-0.23512,0.43178
0.25144,-0.22006,0.45864
0.22942,-0.19995,0.49293
0.20334,-0.17586,0.5231
0.17489,-0.14906,0.49546
0.14437,-0.12074,0.44254
0.11381,-0.092108,0.38161
0.083217,-0.064235,0.35099
0.053747,-0.038011,0.35153
0.026992,-0.014137,0.30068
0.002741,0.0069882,0.23697
-0.018526,0.025226,0.19935
-0.037202,0.040703,0.20175
-0.05406,0.053815,0.21376
-0.067889,0.065217,0.1313
-0.080498,0.075688,-0.0084446
-0.093333,0.086182,-0.11826
-0.10776,0.097682,-0.14094
-0.125,0.11112,-0.092017
-0.14432,0.12743,-0.096144
-0.16626,0.14733,-0.19644
-0.19253,0.17132,-0.31615
-0.22313,0.19963,-0.38574
-0.25873,0.23222,-0.40409
-0.2981,0.26872,-0.43438
-0.33998,0.30843,-0.5076
-0.38405,0.35035,-0.58471
-0.42859,0.3932,-0.62842
-0.47218,0.43549,-0.63382
-0.51321,0.47559,-0.6429
-0.54919,0.51177,-0.65777
-0.57904,0.54231,-0.68068
-0.6009,0.56557,-0.70398
-0.61308,0.58007,-0.71515
-0.61497,0.58461,-0.71873
-0.60525,0.57825,-0.68922
-0.58358,0.56048,-0.62368
-0.55005,0.53113,-0.53656
-0.50425,0.4905,-0.45371
-0.44741,0.43931,-0.38976
-0.38055,0.37865,-0.32131
-0.30506,0.31003,-0.24808
-0.22355,0.23525,-0.16986
-0.13744,0.15633,-0.089115
-0.049283,0.075494,-0.019548
0.037763,-0.004984,0.068668
0.12172,-0.082854,0.1784
0.20005,-0.15595,0.27439
0.2706,-0.22235,0.37091
0.33177,-0.28035,0.46585
0.3821,-0.32861,0.5175
0.42144,-0.36619,0.51324
0.44895,-0.39257,0.47729
0.46365,-0.40765,0.46036
0.46644,-0.41177,0.49668
0.45777,-0.40565,0.53854
0.43998,-0.3904,0.49886
0.41425,-0.36743,0.42309
0.38131,-0.33836,0.39318
0.34385,-0.30498,0.3899
0.30366,-0.26914,0.40798
0.26271,-0.2327,0.37926
0.22378,-0.19738,0.30061
0.1873,-0.16478,0.22839
0.15504,-0.13622,0.16329
0.12798,-0.11274,0.12502
0.10675,-0.095054,0.10654
0.092447,-0.08355,0.095951
0.084945,-0.07822,0.086557
0.083259,-0.078733,0.07893
0.087804,-0.084452,0.052392
0.096787,-0.094448,0.01416
0.10924,-0.10758,-0.030834
0.12373,-0.12254,-0.060145
0.13832,-0.13795,-0.057472
0.1522,-0.15242,-0.026263
0.16382,-0.16453,0.013725
0.17166,-0.17309,0.019409
0.17516,-0.177,0.027043
0.17235,-0.17541,0.059584
0.16395,-0.16772,0.0062211
0.14918,-0.15362,-0.06512
0.12703,-0.13309,-0.075702
0.09886,-0.10641,-0.076536
0.065055,-0.074127,-0.061205
0.026476,-0.037035,-0.10829
-0.015469,0.0038321,-0.15046
-0.060915,0.047284,-0.12239
-0.1073,0.092034,-0.12341
-0.153,0.13671,-0.15798
-0.19714,0.17991,-0.19894
-0.23787,0.22033,-0.22314
-0.27421,0.25672,-0.21895
-0.30532,0.28796,-0.20661
-0.3295,0.31313,-0.18848
-0.34676,0.33146,-0.16712
-0.35619,0.34248,-0.16046
-0.35721,0.34588,-0.17757
-0.35059,0.34163,-0.19159
-0.33582,0.32987,-0.19827
-0.31355,0.31096,-0.19452
-0.28498,0.28548,-0.15722
-0.25009,0.25411,-0.10564
-0.2104,0.2177,-0.052228
-0.16647,0.17715,-0.012667
-0.11923,0.13345,0.018407
-0.070617,0.087598,0.074552
-0.020738,0.040587,0.13843
0.029177,-0.0066146,0.19499
0.077986,-0.053114,0.2139
0.12539,-0.098086,0.20899
0.16965,-0.14081,0.21665
0.21052,-0.18067,0.22507
0.24702,-0.21715,0.29432
0.2789,-0.24986,0.36199
0.30733,-0.27856,0.34775
0.3312,-0.30305,0.32802
0.35008,-0.3233,0.29999
0.36447,-0.33936,0.30912
0.37384,-0.35137,0.34461
0.37948,-0.35956,0.33054
0.38117,-0.3642,0.32786
0.37926,-0.36565,0.31349
0.37501,-0.3643,0.2659
0.36832,-0.3606,0.2326
0.35908,-0.35495,0.21155
0.34873,-0.34784,0.20124
0.33719,-0.33971,0.17404
0.32539,-0.331,0.12198
0.31363,-0.32211,0.060248
0.30178,-0.3134,0.027328
0.29093,-0.30518,0.010199
0.28118,-0.29767,-0.0019562
0.27198,-0.29106,0.0079999
0.26452,-0.28544,0.017588
0.25849,-0.28079,-0.0289
0.25337,-0.27701,-0.034333
0.24828,-0.27393,0.053776
0.24374,-0.27129,0.12294
0.24034,-0.26871,0.12299
0.23777,-0.2658,0.02545
0.23374,-0.26207,-0.028932
0.22768,-0.25702,0.060264
0.2199,-0.25013,0.10284
0.21035,-0.24088,0.078218
0.19835,-0.22879,0.0074137
0.18275,-0.21344,-0.04499
0.16316,-0.19446,-0.020624
0.14004,-0.17163,-0.010614
0.11248,-0.14479,-0.0054104
0.081301,-0.11395,-0.0009006
0.045997,-0.079268,-0.011739
0.0070652,-0.041033,-0.028159
-0.03498,0.00035007,-0.052316
-0.079845,0.044297,-0.076578
-0.12615,0.09015,-0.10158
-0.17335,0.13712,-0.12428
-0.22097,0.18437,-0.15098
-0.26745,0.231,-0.15651
-0.31268,0.27612,-0.14505
-0.3552,0.31887,-0.14029
-0.39413,0.35845,-0.14172
-0.42884,0.39413,-0.17971
-0.4581,0.42531,-0.23823
-0.48241,0.45156,-0.25499
-0.50179,0.47256,-0.22892
-0.51542,0.48821,-0.18218
-0.52366,0.49854,-0.17014
-0.52654,0.50379,-0.17942
-0.52488,0.50433,-0.16163
-0.51959,0.50066,-0.13735
-0.50993,0.4934,-0.16314
-0.49701,0.48324,-0.23159
-0.48243,0.47092,-0.2723
-0.46674,0.45718,-0.25638
-0.45082,0.44274,-0.23482
-0.43468,0.42823,-0.24129
-0.41907,0.41421,-0.24981
-0.4049,0.40111,-0.24528
-0.39194,0.3892,-0.22228
-0.38027,0.37864,-0.21368
-0.37012,0.36938,-0.22429
-0.3608,0.36126,-0.24017
-0.35263,0.35397,-0.26813
-0.34515,0.34707,-0.27822
-0.33753,0.34006,-0.27197
-0.32965,0.33234,-0.26193
-0.31988,0.32332,-0.26072
-0.30795,0.31241,-0.2722
-0.29354,0.29905,-0.29425
-0.27574,0.28279,-0.31316
-0.25476,0.26326,-0.32899
-0.23016,0.24027,-0.3297
-0.20156,0.2137,-0.3261
-0.16977,0.18366,-0.29803
-0.13406,0.15038,-0.26813
-0.094799,0.11421,-0.27024
-0.053827,0.075711,-0.2038
-0.011453,0.035474,-0.054209
0.032305,-0.0058082,0.016579
0.077681,-0.04738,-0.064167
0.12245,-0.088489,-0.11302
0.16435,-0.12841,-0.024033
0.20415,-0.16646,0.11604
0.24181,-0.20204,0.19327
0.27718,-0.23469,0.13118
0.30886,-0.26403,0.12148
0.33558,-0.28984,0.1948
0.35848,-0.31202,0.25279
0.37734,-0.33062,0.32134
0.39237,-0.34578,0.36243
0.40425,-0.35773,0.3931
0.41307,-0.36681,0.41763
0.41881,-0.37332,0.41946
0.4222,-0.37763,0.45286
0.42298,-0.38004,0.49363
0.42202,-0.38082,0.51521
0.41961,-0.38014,0.50358
0.41537,-0.37806,0.48646
0.40969,-0.37456,0.4872
0.40227,-0.36947,0.49609
0.39235,-0.36254,0.49614
0.3808,-0.3534,0.46352
0.36626,-0.34166,0.4062
0.34836,-0.32684,0.36253
0.32631,-0.3085,0.35938
0.29965,-0.28622,0.37902
0.26939,-0.25968,0.33836
0.23495,-0.22868,0.25373
0.19526,-0.19317,0.18127
0.15127,-0.15332,0.14097
0.10274,-0.10949,0.10822
0.051244,-0.062302,0.023202
-0.0025831,-0.012557,-0.086177
-0.058267,0.038673,-0.16472
-0.11391,0.090161,-0.20131
-0.16811,0.14051,-0.21769
-0.21936,0.18822,-0.25734
-0.26505,0.23171,-0.33075
-0.30469,0.26946,-0.40286
-0.33668,0.29999,-0.43373
-0.3595,0.32201,-0.43377
-0.37215,0.33441,-0.43257
-0.37312,0.33634,-0.42779
-0.36239,0.32733,-0.40716
-0.34019,0.30723,-0.37124
-0.30615,0.27629,-0.32832
-0.26158,0.23516,-0.28892
-0.2072,0.1849,-0.25611
-0.1445,0.12692,-0.22041
-0.07587,0.062969,-0.17383
-0.0027657,-0.0049563,-0.11009
0.072057,-0.074636,-0.031822
0.14578,-0.14375,0.051577
0.21659,-0.20993,0.12827
0.28128,-0.27086,0.19308
0.33786,-0.32439,0.25053
0.38451,-0.3686,0.28769
0.419,-0.40187,0.32228
0.4409,-0.42295,0.34782
0.4492,-0.43108,0.35711
0.44294,-0.42586,0.35838
0.42321,-0.40746,0.35264
0.38981,-0.37646,0.34355
0.34439,-0.33392,0.31853
0.28852,-0.2813,0.26895
0.2239,-0.22042,0.20443
0.15321,-0.15336,0.14248
0.078375,-0.082407,0.097822
0.0015132,-0.009919,0.059606
-0.073695,0.06171,0.007946
-0.14552,0.13017,-0.059332
-0.21147,0.19332,-0.12428
-0.26969,0.2493,-0.16884
-0.31884,0.29656,-0.19326
-0.35684,0.3339,-0.2204
-0.38311,0.36054,-0.2626
-0.39786,0.37616,-0.29854
-0.40073,0.38081,-0.30954
-0.39304,0.375,-0.29791
-0.37521,0.35959,-0.28092
-0.34826,0.33576,-0.27176
-0.31433,0.30498,-0.25962
-0.27449,0.26886,-0.23165
-0.2309,0.22916,-0.19406
-0.1857,0.18768,-0.15218
-0.14017,0.14614,-0.11231
-0.096758,0.1062,-0.077387
-0.056693,0.069273,-0.041515
-0.021122,0.036587,-0.011043
0.0084638,0.0090768,0.017228
0.032172,-0.012628,0.04353
0.049328,-0.02821,0.065553
0.059631,-0.037661,0.079864
0.06411,-0.041279,0.080619
0.062574,-0.039618,0.077036
0.056152,-0.033465,0.077809
0.046003,-0.023783,0.080111
0.032901,-0.011649,0.079594
0.018839,0.0017821,0.072967
0.0046643,0.015347,0.064978
-0.0088922,0.027925,0.066054
-0.020024,0.038528,0.06569
-0.028448,0.046243,0.056408
-0.033187,0.050395,0.040741
-0.033608,0.05047,0.028866
-0.029897,0.046181,0.03241
-0.02127,0.037467,0.043804
-0.008054,0.024436,0.050809
0.0089282,0.0074539,0.061113
0.029806,-0.012998,0.077295
0.053131,-0.036255,0.097872
0.078498,-0.061567,0.1181
0.10524,-0.088093,0.13037
0.13199,-0.11497,0.13706
0.15846,-0.14133,0.14663
0.18339,-0.16631,0.16238
0.20554,-0.18916,0.18663
0.22501,-0.20915,0.20673
0.24043,-0.22571,0.21645
0.25168,-0.23833,0.21524
0.25841,-0.24664,0.20582
0.26002,-0.2504,0.19378
0.2571,-0.2495,0.17917
0.24935,-0.2439,0.1614
0.23638,-0.2337,0.14626
0.21924,-0.21905,0.12894
0.19746,-0.20028,0.11079
0.17175,-0.17767,0.09165
0.14259,-0.15165,0.067714
0.11021,-0.12265,0.039083
0.075864,-0.091189,0.0017091
0.039789,-0.057828,-0.040702
0.0020747,-0.023136,-0.076628
-0.035804,0.012249,-0.10578
-0.073899,0.047663,-0.13555
-0.11104,0.08243,-0.16998
-0.14644,0.11582,-0.2063
-0.17969,0.1471,-0.23603
-0.20934,0.17554,-0.25897
-0.23489,0.20039,-0.28086
-0.25594,0.22095,-0.29997
-0.27114,0.23653,-0.31297
-0.28069,0.2465,-0.31339
-0.28369,0.25037,-0.29747
-0.27966,0.24771,-0.27546
-0.26868,0.23824,-0.2539
-0.24997,0.22187,-0.23213
-0.22401,0.19867,-0.20629
-0.1915,0.16891,-0.16706
-0.15232,0.13304,-0.11996
-0.10793,0.091786,-0.071952
-0.058893,0.046019,-0.022039
-0.0062959,-0.0031527,0.027997
0.047986,-0.05448,0.084383
0.10335,-0.10659,0.13531
0.15777,-0.15797,0.17971
0.20928,-0.2071,0.21935
0.2569,-0.25245,0.25396
0.29831,-0.29253,0.28294
0.33251,-0.326,0.30513
0.35832,-0.35164,0.31847
0.37444,-0.36851,0.32265
0.38086,-0.37589,0.31786
0.3769,-0.37337,0.29892
0.36209,-0.3609,0.27379
0.33759,-0.3387,0.23846
0.3032,-0.30738,0.19454
0.26035,-0.26787,0.14646
0.21026,-0.22138,0.093932
0.15433,-0.16941,0.041306
0.094927,-0.1136,-0.01005
0.033679,-0.055821,-0.060127
-0.027879,0.0020439,-0.10274
-0.086753,0.058072,-0.14533
-0.14183,0.11041,-0.18465
-0.19089,0.15736,-0.21886
-0.23231,0.19739,-0.24816
-0.26513,0.22927,-0.26943
-0.28764,0.25204,-0.28563
-0.29966,0.26513,-0.29617
-0.30134,0.26828,-0.29271
-0.29216,0.26161,-0.27867
-0.27355,0.24562,-0.25406
-0.24593,0.22115,-0.22313
-0.21043,0.18932,-0.18985
-0.16897,0.15151,-0.15381
-0.12252,0.1093,-0.1118
-0.073292,0.06439,-0.067008
-0.023423,0.018539,-0.018901
0.025773,-0.026503,0.028792
0.071805,-0.069071,0.07581
0.11331,-0.10759,0.12256
0.14902,-0.14073,0.16281
0.17734,-0.16736,0.19647
0.19816,-0.18665,0.22173
0.21049,-0.19802,0.23596
0.21374,-0.20119,0.24338
0.20869,-0.19618,0.24188
0.19482,-0.18326,0.23354
0.17315,-0.16296,0.22032
0.14445,-0.13597,0.20084
0.10938,-0.10318,0.17722
0.069719,-0.065599,0.14753
0.026244,-0.024259,0.10537
-0.020296,0.019753,0.060329
-0.068031,0.065385,0.011081
-0.11677,0.11167,-0.038106
-0.16506,0.15767,-0.087749
-0.21198,0.20262,-0.13985
-0.25717,0.24587,-0.19037
-0.29935,0.28686,-0.23795
-0.33839,0.3252,-0.28696
-0.3743,0.3606,-0.33127
-0.40625,0.39285,-0.36903
-0.43489,0.42184,-0.40029
-0.45973,0.44748,-0.42159
-0.48061,0.46974,-0.44096
-0.49804,0.48858,-0.45231
-0.51119,0.50391,-0.4571
-0.5204,0.51567,-0.45691
-0.52581,0.52373,-0.45048
-0.52677,0.52792,-0.44347
-0.52385,0.52807,-0.43346
-0.51636,0.52393,-0.41808
-0.5042,0.51532,-0.39612
-0.4876,0.50203,-0.36685
-0.4657,0.48392,-0.32688
-0.43868,0.4609,-0.29251
-0.40689,0.433,-0.24359
-0.37001,0.40037,-0.19888
-0.32901,0.36327,-0.15229
-0.28396,0.32213,-0.098206
-0.23536,0.27753,-0.050746
-0.18457,0.23019,0.0043975
-0.13158,0.18093,0.05358
-0.077886,0.1307,0.10179
-0.024664,0.080501,0.14482
0.027348,0.031407,0.18376
0.076469,-0.015574,0.2185
0.12199,-0.059464,0.252
0.16312,-0.099405,0.27535
0.19872,-0.13468,0.29211
0.22905,-0.16477,0.30383
0.25333,-0.18936,0.30993
0.27128,-0.20841,0.31339
0.28378,-0.22211,0.31023
0.29056,-0.23091,0.30471
0.29278,-0.2355,0.29801
0.29143,-0.23677,0.28163
0.2873,-0.2358,0.26939
0.28246,-0.23378,0.25338
0.27773,-0.23194,0.23849
0.27418,-0.23157,0.22672
0.27379,-0.23383,0.21415
0.27685,-0.23978,0.20439
0.28473,-0.25028,0.19871
0.29799,-0.26594,0.1981
0.31676,-0.28709,0.2065
0.34171,-0.31371,0.2213
0.3721,-0.34549,0.2378
0.40682,-0.38176,0.25866
0.44561,-0.4215,0.28158
0.48626,-0.46348,0.30694
0.52768,-0.50617,0.33083
0.56789,-0.54787,0.3539
0.60499,-0.58686,0.37439
0.63769,-0.62129,0.39129
0.66385,-0.64945,0.40042
0.68134,-0.66976,0.40362
0.68967,-0.68086,0.4019
0.68688,-0.68169,0.39313
0.67281,-0.67157,0.37688
0.64691,-0.65019,0.35193
0.60944,-0.61768,0.32294
0.56153,-0.57461,0.29098
0.5039,-0.52197,0.24998
0.43752,-0.46116,0.20457
0.36513,-0.39389,0.15317
0.28791,-0.3222,0.10162
0.20869,-0.24828,0.047743
0.12955,-0.17446,-0.0044267
0.053089,-0.10309,-0.05376
-0.017744,-0.036413,-0.096421
-0.081034,0.023465,-0.13681
-0.13535,0.074748,-0.16763
-0.17813,0.11592,-0.19228
-0.20921,0.14592,-0.20862
-0.22756,0.16411,-0.21424
-0.23312,0.17032,-0.21243
-0.22648,0.16489,-0.20029
-0.20788,0.14859,-0.17615
-0.17914,0.12268,-0.14704
-0.14227,0.088762,-0.11122
-0.098622,0.048785,-0.073456
-0.051287,0.0049094,-0.035265
-0.0023713,-0.040511,0.0023694
0.045532,-0.085067,0.03635
0.089669,-0.12639,0.067291
0.12833,-0.16225,0.096973
